# Time-averaged data for fix avgstress
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
5548000 31.8747 13.7294 14.212 67.8453 -143.919 76.0742
5550000 58.974 47.9971 -18.3495 173.569 -40.9448 -132.624
5552000 60.3093 -77.4583 -63.1908 102.476 -55.7604 -46.7158
5554000 69.8015 38.5386 24.3781 62.1952 91.025 -153.22
5556000 21.3818 -38.3409 31.3682 -21.9769 1.54718 20.4297
5558000 33.0053 -77.9475 60.4014 -34.8215 25.3821 9.43939
5560000 -78.0247 -4.27418 32.7047 68.236 -142.285 74.0487
5562000 -46.9555 -53.8442 76.5644 82.8103 -156.386 73.5756
5564000 70.264 31.8563 0.537851 6.40755 -60.9472 54.5397
5566000 152.057 108.446 30.4979 -126.398 -31.5939 157.992
5568000 66.2801 50.1888 51.6746 76.1724 28.2037 -104.376
5570000 95.0113 79.3325 -50.7938 -16.3577 22.6277 -6.27
5572000 132.068 37.7296 44.1589 27.5299 -90.0037 62.4739
5574000 232.399 -12.8214 95.8968 63.0626 -86.6438 23.5813
5576000 212.527 -46.539 38.1344 77.1756 -93.0069 15.8312
5578000 151.396 45.1405 160.777 -4.41509 24.0849 -19.6698
5580000 7.37475 95.7451 7.45442 18.1587 -43.6609 25.5022
5582000 109.894 137.642 -22.1846 17.288 176.355 -193.643
5584000 -7.46646 -2.17959 113.224 -69.3951 155.052 -85.6567
5586000 68.988 -41.5537 100.662 45.5101 -90.4586 44.9485
5588000 76.7102 -53.5577 -21.9445 -58.2433 117.286 -59.0423
5590000 47.6727 -47.7275 -27.375 85.7021 5.37704 -91.0791
5592000 49.322 -84.0342 51.2786 -59.1528 26.9111 32.2417
5594000 -31.4346 -7.5563 -44.41 -174.258 2.44177 171.816
5596000 28.4214 -130.155 -86.2732 -114.406 28.9469 85.4591
5598000 49.1011 -34.6151 -158.07 27.2691 -9.32031 -17.9488
5600000 58.6634 -41.0745 -239.713 49.9884 -82.9928 33.0044
5602000 199.638 -45.4182 -39.0923 -28.3982 80.1163 -51.7181
5604000 91.4319 -16.0193 -109.505 -11.697 41.8056 -30.1086
5606000 101.801 39.1229 -65.5783 -6.63308 88.001 -81.3679
5608000 -25.2531 -48.4391 -79.6828 -20.4009 49.5573 -29.1564
5610000 58.2933 76.9497 45.6081 -44.8015 -18.3078 63.1093
5612000 117.022 2.42751 -100.51 -146.758 169.461 -22.7034
5614000 -62.7294 172.534 -23.5707 -15.498 14.6477 0.850305
5616000 -44.313 -27.2359 2.29038 26.8184 3.93427 -30.7527
5618000 -99.0298 -78.5339 -126.261 102.769 -46.1516 -56.617
5620000 -115.199 -6.68892 -122.648 32.4677 -19.017 -13.4507
5622000 -53.0153 -75.1076 34.826 101.621 -93.328 -8.29285
5624000 42.8713 -63.8486 28.9716 -107.038 20.3926 86.6451
5626000 0.436163 136.587 140.852 -29.8124 107.869 -78.057
5628000 24 78.3318 -24.4332 107.902 -11.2687 -96.6334
5630000 -14.7884 21.1959 -22.8519 -45.2515 51.3079 -6.05642
5632000 -16.2131 -7.4725 -41.1899 -94.4754 -20.6632 115.139
5634000 33.9833 -17.2521 -63.662 -32.4541 -58.1045 90.5585
5636000 156.171 -0.852779 31.4946 19.4522 -29.3895 9.93733
5638000 -115.844 56.4599 30.8816 -66.7462 65.5582 1.18805
5640000 10.8598 98.0614 71.398 -74.9755 11.1485 63.827
5642000 -92.7513 84.3068 71.4747 -91.434 -78.1605 169.594
5644000 -109.248 101.553 97.5814 75.1366 -201.93 126.794
5646000 36.3345 67.7149 93.3348 187.586 -151.216 -36.3698
5648000 -2.44408 12.6501 116.564 76.3428 78.4638 -154.807
5650000 -102.459 -51.5067 52.2616 -192.177 126.888 65.2886
5652000 -3.707 29.5592 76.5309 -42.1884 71.774 -29.5856
5654000 -211.331 29.8517 53.1016 -69.4962 24.6481 44.8481
5656000 -109.422 11.7274 99.5066 -62.6361 34.2556 28.3805
5658000 -44.6255 -84.4936 -56.6725 -99.6513 166.386 -66.7343
5660000 -91.5868 21.8132 -32.8955 7.98659 42.7274 -50.714
5662000 -14.0819 11.5052 86.98 49.1106 -66.5582 17.4476
5664000 -126.749 53.9719 36.1041 102.913 -145.945 43.0321
5666000 -93.3161 163.026 78.148 174.726 -180.939 6.21341
5668000 -154.566 33.6704 59.5734 -82.9489 -39.483 122.432
5670000 -168.736 22.2888 -40.4762 -49.3197 -15.1053 64.425
5672000 -148.264 -190.017 -14.1785 -113.91 47.3881 66.5216
5674000 -46.7352 -108.328 168.778 -8.46081 11.1806 -2.71976
5676000 -4.83316 -22.2711 135.965 2.28379 53.2311 -55.5149
5678000 5.72532 89.0309 90.0238 166.448 42.8004 -209.248
5680000 38.352 45.3523 -57.8852 36.2537 88.7616 -125.015
5682000 110.104 -33.0333 -74.1154 17.3023 -25.6579 8.35555
5684000 23.495 -125.305 -163.978 97.0295 -5.21351 -91.816
5686000 -80.126 -113.12 1.04644 76.1444 -5.86639 -70.278
5688000 -104.404 -144.446 -79.3424 14.0498 31.3593 -45.409
5690000 -133.64 0.0677366 -117.793 -21.2769 55.7129 -34.436
5692000 -86.8056 -51.1278 -36.9453 -89.1495 65.7563 23.3932
5694000 63.8784 -105.907 -86.1806 22.3011 165.019 -187.32
5696000 41.6857 -142.327 -9.98336 79.9218 45.9848 -125.907
5698000 -55.9813 -14.267 -60.5301 92.5359 -64.4692 -28.0666
5700000 -75.357 -54.631 -119.644 54.3336 -36.8775 -17.4561
5702000 -40.5607 28.6923 -124.901 11.4155 73.1816 -84.5971
5704000 55.4162 -1.91467 63.3126 1.4819 111.857 -113.339
5706000 -73.846 -56.8711 6.74449 11.28 63.7227 -75.0026
5708000 34.012 -7.5482 -9.92115 22.42 -16.8275 -5.59246
5710000 -6.81377 147.717 22.3396 103.072 -85.133 -17.9394
5712000 42.7573 40.2356 113.549 -63.1395 26.5646 36.5749
5714000 27.2738 76.4316 56.6506 -45.6849 -44.5756 90.2605
5716000 20.9129 53.4519 85.5994 67.2311 -113.569 46.3384
5718000 34.5031 16.8121 107.986 76.7756 -158.675 81.8992
5720000 -1.98902 -42.6229 27.4398 -35.4174 -23.7944 59.2118
5722000 -158.326 -116.541 21.3717 -71.7872 -40.8508 112.638
5724000 -1.69248 -56.1971 54.4354 -114.723 87.7544 26.9685
5726000 9.46412 40.7472 -25.5186 1.44115 52.9376 -54.3788
5728000 -67.581 62.4346 1.75585 39.9432 66.545 -106.488
5730000 -132.685 21.1691 25.9456 26.4974 122.989 -149.486
5732000 -17.7607 15.8306 -0.464039 -63.9144 135.995 -72.0804
5734000 16.4416 20.8735 -20.272 -14.7177 65.7038 -50.986
5736000 35.6724 15.7971 78.6474 54.6354 45.8482 -100.484
5738000 48.391 -2.9814 65.0627 93.8808 -5.6233 -88.2575
5740000 18.599 75.8326 48.0956 124.8 -32.282 -92.5175
5742000 -32.0912 34.3319 -40.5039 158.591 -75.1557 -83.4349
5744000 -12.0201 -52.8624 0.494207 57.6358 -19.2767 -38.3591
5746000 7.42572 -72.0279 -82.6635 -56.1901 41.9916 14.1986
5748000 -74.197 -42.0653 -74.0954 -19.3116 -93.1464 112.458
5750000 -118.653 -54.1041 -60.3191 -25.8958 -133.782 159.678
5752000 -8.74264 -69.9232 37.2824 -49.9391 48.391 1.54804
5754000 -10.8044 -113.776 -115.344 160.121 -117.428 -42.6931
5756000 -100.641 -43.7407 -151.528 98.5582 -161.089 62.5311
5758000 -150.224 10.2628 -55.4588 -10.452 -53.5116 63.9635
5760000 -5.26685 83.4281 24.1424 -136.098 61.4933 74.6049
5762000 206.145 59.9946 17.0124 -143.677 85.1388 58.5383
5764000 -75.5049 95.9358 -29.6142 -168.924 141.707 27.2169
5766000 -47.2452 57.2077 -9.45408 -207.409 182.249 25.1603
5768000 -36.2523 94.739 -12.6341 -34.2596 -2.79362 37.0532
5770000 19.6939 106.596 -69.6001 14.9061 114.763 -129.669
5772000 54.5397 -15.8418 143.826 -7.00974 124.858 -117.849
5774000 -30.6944 -87.597 75.4838 -85.516 78.7632 6.75276
5776000 4.26991 32.9312 112.667 -208.42 153.5 54.9203
5778000 31.5154 -102.024 54.0926 -136.44 76.0944 60.3453
5780000 -16.0404 -123.706 33.5163 -68.751 67.2416 1.50933
5782000 -17.0811 -191.952 -100.959 -124.503 10.6716 113.832
5784000 59.8068 -30.6111 -147.536 -28.9869 -35.8189 64.8058
5786000 4.50558 -29.0439 2.30833 -0.687566 92.044 -91.3564
5788000 -164.383 -73.4274 18.3712 -20.2414 47.1212 -26.8798
5790000 -126.082 42.8172 40.5409 -68.6301 47.7811 20.849
5792000 -112.66 -99.1689 7.09307 -29.3035 -18.3659 47.6694
5794000 4.27724 -21.9917 148.895 -22.0909 -59.9197 82.0106
5796000 -78.8147 59.2538 -26.8695 -76.6911 1.21556 75.4756
5798000 -126.364 19.5391 67.1884 137.25 64.8529 -202.102
5800000 -21.1671 153.717 49.6133 35.0276 -11.2582 -23.7694
5802000 23.5518 74.0266 3.44701 26.5791 -28.2122 1.63314
5804000 50.0742 -40.9642 -11.5971 28.8641 -62.842 33.9779
5806000 20.3869 -40.125 70.5327 -28.9199 20.3878 8.53207
5808000 -23.9399 80.7443 42.1588 96.7271 -33.475 -63.2521
5810000 -10.3742 17.0409 -11.4357 132.99 29.073 -162.063
5812000 3.46772 -52.9149 -10.2139 163.978 69.3502 -233.328
5814000 -38.8839 -87.8712 -39.0884 24.0877 127.603 -151.691
5816000 -99.0244 -53.7526 52.2762 -21.3957 61.0552 -39.6595
5818000 45.5257 -64.8209 41.2687 -31.7849 65.2569 -33.472
5820000 137.931 -40.7552 13.232 -11.8855 -43.043 54.9285
5822000 -27.9994 -106.096 -22.1184 6.86046 -54.0621 47.2017
5824000 -21.4166 -70.0247 -124.34 -118.28 -50.3612 168.641
5826000 -23.3162 -148.186 -3.98061 -64.6859 -74.9639 139.65
5828000 -59.5608 -60.5136 120.119 -70.9955 -0.406364 71.4018
5830000 -40.5963 -46.4631 36.5866 -90.3337 24.0798 66.2539
5832000 -39.73 56.7991 35.0444 -4.81671 -41.8672 46.6839
5834000 7.44175 -6.0241 33.6967 84.5709 -134.192 49.6213
5836000 50.3368 -8.78456 -95.8887 70.953 60.1899 -131.143
5838000 61.1662 -61.3621 -173.398 -86.9559 130.801 -43.8449
5840000 45.6691 -24.25 -29.4241 -141.127 89.9066 51.2199
5842000 28.5479 144.605 38.4088 -131.543 102.22 29.3227
5844000 -35.7387 45.4283 12.3929 -37.573 163.748 -126.175
5846000 -13.5133 73.0301 -122.313 -44.7079 82.1932 -37.4853
5848000 2.78014 -28.2455 -100.219 24.1264 154.002 -178.128
5850000 118.136 -10.0392 -139.586 137.205 -18.7658 -118.439
5852000 -5.08681 -37.4895 -139.901 116.565 -43.8356 -72.7294
5854000 -29.7171 -144.413 -31.8094 56.5915 61.5471 -118.139
5856000 35.9155 -152.619 -5.81328 -24.9957 119.021 -94.0251
5858000 -119.057 20.1045 -65.3328 -23.6954 234.26 -210.565
5860000 -54.9202 38.5823 -45.6011 -96.4616 203.946 -107.485
5862000 -72.4688 -165.993 -146.85 -47.2996 44.4055 2.89414
5864000 -9.6008 -60.0612 -159.457 16.9581 -25.8309 8.87283
5866000 -53.4082 -40.5927 -173.107 -70.2936 173.351 -103.058
5868000 -117.126 29.4154 -64.7355 -16.9113 67.0976 -50.1863
5870000 4.32702 53.6925 62.8808 -44.2219 123.792 -79.5702
5872000 -50.7133 58.1148 52.4993 112.736 54.2541 -166.99
5874000 86.3226 74.2497 25.0649 43.7289 62.2431 -105.972
5876000 0.151327 57.6666 -101.401 6.28188 66.8673 -73.1492
5878000 -136.244 -61.517 -58.9105 -46.1075 48.4828 -2.37524
5880000 0.0340023 -45.4698 -51.7867 12.0009 7.07386 -19.0748
5882000 -1.57462 -17.7035 77.4285 198.05 -132.731 -65.3193
5884000 -10.6397 75.3264 23.6537 166.884 -12.5134 -154.371
5886000 63.2185 21.9708 -8.48767 121.21 -88.5772 -32.6328
5888000 3.0055 -18.9915 -9.25385 -31.0704 15.156 15.9144
5890000 -95.9079 -70.9589 71.4008 -75.495 15.3142 60.1808
5892000 30.7085 -32.535 13.6522 -69.5832 31.6447 37.9384
5894000 -21.1907 -25.0048 -49.1014 176.326 -189.97 13.6439
5896000 -132.421 -16.2849 -79.1172 36.1191 -166.644 130.525
5898000 -131.082 -80.4929 21.5671 -40.2261 -86.6372 126.863
5900000 62.8359 -60.041 70.6099 -87.8776 -43.4468 131.324
5902000 60.4059 -23.1271 1.59433 -108.81 165.164 -56.3538
5904000 6.69656 56.8209 -24.5468 -88.7721 163.016 -74.2437
5906000 44.9506 4.02039 -216.511 20.2124 -6.08661 -14.1258
5908000 45.3765 -87.0452 -30.8111 -113.345 171.161 -57.8158
5910000 -77.2331 21.6429 -13.0508 -27.4948 48.5383 -21.0434
5912000 39.8396 46.8477 -11.7262 13.6975 12.7512 -26.4487
5914000 87.4479 39.8643 7.88384 27.8966 -27.5773 -0.319224
5916000 -61.5314 12.0874 75.8142 52.0626 56.3732 -108.436
5918000 -23.6333 -68.789 -8.04809 126.933 21.9439 -148.877
5920000 -84.3556 -22.5077 -18.9348 -4.03011 126.278 -122.248
5922000 -138.966 26.5685 37.4385 -51.7849 131.484 -79.6994
5924000 -132.466 56.6686 -173.5 -25.4114 122.938 -97.5266
5926000 20.5148 81.4646 14.8244 -94.4205 75.2722 19.1482
5928000 102.508 114.566 11.4806 -18.456 -64.4205 82.8765
5930000 -26.9389 134.623 -48.6268 -113.193 144.488 -31.2953
5932000 8.424 -117.457 -13.8415 -76.0211 -31.6387 107.66
5934000 -44.5376 -239.511 -72.4194 -18.081 -92.2699 110.351
5936000 4.43528 -123.18 -45.8644 84.9468 -50.675 -34.2717
5938000 46.8974 -64.0298 60.5927 75.4207 -60.5876 -14.8331
5940000 -37.9681 -148.736 72.885 82.7952 -122.176 39.3813
5942000 -20.5156 -108.888 9.50208 58.6336 -210.654 152.021
5944000 16.9345 -68.433 -71.7076 14.5009 -89.4899 74.989
5946000 33.743 84.9256 -90.0413 -88.6426 136.355 -47.7127
5948000 -143.783 109.899 -114.844 0.485636 133.287 -133.772
5950000 -139.487 54.7524 26.8764 -22.7492 104.648 -81.8987
5952000 -91.1174 -52.1264 2.29148 -35.4014 111.283 -75.8817
5954000 -156.876 -76.6632 -95.0145 -87.7835 36.1624 51.6211
5956000 -13.0964 60.0165 -78.7717 -18.1191 -75.2287 93.3478
5958000 126.14 119.169 -28.7093 -193.173 2.30215 190.871
5960000 121.389 70.3913 96.4156 -47.7737 23.7453 24.0283
5962000 -38.8694 107.037 -15.4689 -28.6129 173.415 -144.803
5964000 -125.205 103.372 -0.795062 -197.438 246.361 -48.9228
5966000 6.5189 34.3581 -47.0387 -71.8717 265.665 -193.793
5968000 144.18 -10.4441 68.8904 -155.555 113.695 41.8601
5970000 40.2909 -121.061 42.0174 -76.0844 20.5042 55.5802
5972000 4.27163 41.411 -11.4455 176.338 -86.4913 -89.847
5974000 106.201 51.3419 -159.028 120.549 -24.2732 -96.2763
5976000 161.207 84.7633 -128.325 82.1703 135.863 -218.034
5978000 64.1745 99.2273 -63.7585 56.5921 81.741 -138.333
5980000 -0.945811 115.031 -91.713 64.9074 58.2792 -123.187
5982000 -8.75333 66.2939 -12.0431 27.3754 23.4448 -50.8202
5984000 87.1302 69.0496 29.6285 65.444 137.971 -203.415
5986000 91.0657 54.8144 57.4853 -28.6507 175.336 -146.685
5988000 -54.5174 -34.7116 82.3562 -10.274 22.0952 -11.8212
5990000 2.75013 89.7925 186.975 -172.922 151.011 21.9109
5992000 119.579 95.7154 -46.962 -155.826 56.2168 99.6096
5994000 140.191 0.428142 -125.737 -98.8356 135.62 -36.784
5996000 20.733 -60.878 31.8421 -47.614 -47.7318 95.3458
5998000 -89.8297 -48.345 -43.4163 54.0345 -120.01 65.9755
6000000 -55.2742 -58.8897 40.178 -52.7719 -7.3138 60.0857
6002000 41.1764 32.5091 77.8126 -37.4515 -33.6334 71.0849
6004000 11.368 -82.4984 72.787 -129.954 73.3387 56.6154
6006000 6.13235 -100.642 137.284 -110.967 169.539 -58.5727
6008000 -30.8997 -128.727 31.9447 -125.203 121.135 4.06867
6010000 -7.73247 -85.9758 -54.7105 -95.2619 90.2826 4.97939
6012000 110.631 -23.1319 68.431 -16.7496 45.8484 -29.0988
6014000 109.607 57.1339 -29.9848 -14.6461 -50.3043 64.9503
6016000 47.6485 -123.676 -16.7247 -2.46618 46.8642 -44.398
6018000 119.442 26.147 -164.464 -48.3845 137.866 -89.4811
6020000 177.374 5.55851 -191.008 -46.9907 46.0637 0.926949
6022000 177.794 -28.8732 -80.5043 -79.7952 76.5375 3.25769
6024000 104.728 -81.0752 -82.1684 -98.2251 76.5081 21.717
6026000 -90.4438 -86.2267 -58.6543 -0.588896 -18.5215 19.1104
6028000 -18.7937 -87.9424 -9.35128 93.9587 56.1738 -150.132
6030000 -36.1374 -100.813 -8.89474 186.696 -27.0868 -159.609
6032000 79.935 3.59895 33.8654 -40.6635 85.4914 -44.8279
6034000 120.852 93.8873 51.3614 -23.7277 -17.3133 41.041
6036000 77.5305 1.36582 -91.9001 59.6207 -66.1747 6.55398
6038000 6.53266 6.66365 45.7127 -11.8932 -12.8526 24.7457
6040000 -33.4283 -130.073 78.2753 -30.5788 -49.9505 80.5293
6042000 -22.2464 2.49824 -50.871 -74.3998 45.3463 29.0535
6044000 -182.397 122.585 -181.67 4.71102 -94.8387 90.1277
6046000 -145.19 71.468 -230.988 161.647 -304.994 143.347
6048000 -43.4759 60.4796 -158.726 145.869 -173.851 27.9817
6050000 64.7675 -20.1119 -4.97764 -33.1478 0.00401501 33.1438
6052000 90.6105 -49.8338 -7.92369 -146.279 106.308 39.9716
6054000 183.72 -139.416 -21.531 -140.727 35.6412 105.086
6056000 127.704 -62.584 29.8784 1.42976 -1.20051 -0.229255
6058000 -8.31177 84.5898 39.2117 53.0955 -75.2524 22.157
6060000 -50.7791 112.402 -17.8148 69.6238 9.55379 -79.1776
6062000 -110.703 -100.546 -33.3566 173.458 -163.541 -9.91635
6064000 22.1703 -7.19018 -8.04401 122.498 -159.967 37.4684
6066000 -85.0362 30.2327 -127.228 37.3216 39.4503 -76.7719
6068000 -88.3355 151.041 -112.124 -23.8787 19.1481 4.73058
6070000 -31.338 16.4633 -130.07 78.2557 100.266 -178.522
6072000 -145.148 40.5109 -78.5612 -45.4993 164.584 -119.085
6074000 -37.8969 160.816 54.0405 -181.738 117.412 64.3253
6076000 -51.0036 130.308 -8.92941 -202.999 46.9417 156.057
6078000 -102.884 63.9159 -81.5121 -78.0972 -38.4071 116.504
6080000 -61.4649 58.8244 -106.043 43.3657 -132.032 88.6662
6082000 -55.6805 126.258 19.0674 -12.2554 17.9416 -5.68625
6084000 89.402 44.7915 32.6593 -65.069 -21.452 86.5211
6086000 -41.0122 54.9709 -41.369 -108.836 -26.1608 134.996
6088000 -57.1202 35.4463 30.6817 -6.68547 93.0981 -86.4126
6090000 -36.3752 -98.731 32.9126 -80.2038 -38.9734 119.177
6092000 27.8681 -43.6022 -67.3336 -85.9371 41.5807 44.3565
6094000 63.1205 120.241 16.9375 -12.2929 94.5873 -82.2944
6096000 39.7998 256.638 -62.056 -164.564 150.235 14.3296
6098000 22.2688 83.8605 -22.3522 10.3367 -49.3537 39.0169
6100000 -19.3284 135.229 -81.8518 3.03958 42.2909 -45.3305
6102000 42.0411 95.0291 -27.2718 -51.2248 24.0789 27.1459
6104000 -172.729 40.7776 -79.2824 -127.933 80.2405 47.6928
6106000 -158.489 36.6041 14.2609 -130.898 127.01 3.88795
6108000 -65.0152 23.0836 34.802 49.7954 -47.2981 -2.49731
6110000 -10.7232 26.9527 -42.4048 -42.9225 30.9328 11.9898
6112000 98.321 63.9132 14.1512 -170.579 37.2215 133.357
6114000 10.4745 78.8324 22.9837 -102.135 -19.4502 121.585
6116000 -37.4511 38.3578 -41.0166 71.6703 95.642 -167.312
6118000 -9.76715 -54.7692 25.0376 59.6374 43.2258 -102.863
6120000 50.9674 -34.9419 5.68431 13.87 68.5247 -82.3947
6122000 7.97626 45.4738 61.4081 28.9638 -1.49449 -27.4693
6124000 53.6127 -41.6526 -49.2936 72.293 -81.1611 8.86812
6126000 -143.648 103.238 -40.2743 -102.894 83.9406 18.9534
6128000 -1.3458 127.978 -86.3823 19.3906 105.41 -124.8
6130000 -68.6297 57.5441 -117.951 18.8934 215.598 -234.492
6132000 87.6325 -42.553 -43.3485 -138.194 208.424 -70.23
6134000 113.337 -128.7 -63.541 -156.827 81.6949 75.1322
6136000 -0.621362 91.243 -11.824 -98.5745 11.1067 87.4678
6138000 100.086 16.4066 -96.5635 -53.7249 -98.8877 152.613
6140000 18.9445 -0.95461 -18.6357 -74.9194 -81.9922 156.912
6142000 -86.9357 -24.9166 -13.0629 -49.4049 -39.1358 88.5408
6144000 76.419 -14.9503 -65.2235 116.239 -38.1608 -78.0779
6146000 -19.0021 11.6502 -84.1573 18.2334 -44.366 26.1326
6148000 -45.3656 -7.42645 -112.93 -118.476 96.4533 22.0226
6150000 -91.3146 25.7486 -64.097 -106.84 -88.3852 195.226
6152000 -129.497 136.203 -117.805 90.3061 -148.525 58.2188
6154000 32.9304 144.945 -105.821 -43.0492 7.74025 35.3089
6156000 19.1705 45.4075 -16.7287 -130.366 97.9655 32.4006
6158000 -51.9449 -9.08746 182.763 -90.6016 47.3502 43.2514
6160000 -9.05212 -65.5817 -6.63276 -43.4648 -60.2996 103.764
6162000 -10.4735 -75.121 47.4083 -29.7441 -64.2709 94.0151
6164000 -49.3929 -51.4117 105.828 -73.4322 -33.777 107.209
6166000 -36.4397 65.0088 -80.2894 -148.056 105.468 42.5885
6168000 -15.4447 71.8156 28.8167 -34.4154 46.7166 -12.3012
6170000 -0.553387 70.5641 26.8902 48.0426 -12.7597 -35.2829
6172000 -5.642 -20.2475 86.4355 132.896 -84.3515 -48.5446
6174000 68.5441 -32.351 95.0912 135.087 53.7993 -188.886
6176000 34.3578 33.3316 46.5473 194.71 -56.2698 -138.44
6178000 -87.061 -3.83515 -3.1161 158.671 -133.457 -25.2138
6180000 63.3961 121.278 95.5667 -31.0954 26.1079 4.9875
6182000 -65.7412 -29.3029 80.7735 9.48142 -86.8417 77.3603
6184000 39.7913 -20.7672 78.1313 134.668 -48.1043 -86.5638
6186000 49.6667 5.82969 -39.2295 -53.4515 -51.2014 104.653
6188000 16.0272 -33.4638 2.21036 -84.6088 -84.2864 168.895
6190000 45.5093 33.3065 -73.2877 -55.4857 -72.7798 128.265
6192000 -24.6742 14.7888 -69.1756 51.6185 -71.3418 19.7233
6194000 30.9699 179.431 -99.2971 -13.5524 67.7297 -54.1773
6196000 5.88906 76.7151 -35.9661 -124.793 41.132 83.661
6198000 -91.3244 47.1932 4.79668 -47.3873 -51.2129 98.6002
6200000 -73.1999 12.003 -61.0516 28.5133 23.0935 -51.6067
6202000 35.3147 -6.27988 -83.7581 74.3524 47.4046 -121.757
6204000 15.0489 -35.2212 0.804009 61.5699 50.183 -111.753
6206000 30.3432 -102.895 30.8361 5.91445 44.3515 -50.2659
6208000 110.357 -164.773 116.012 22.6011 159.8 -182.401
6210000 148.037 -119.594 106.591 109.839 122.733 -232.571
6212000 60.4184 -28.8262 -30.3406 149.496 58.1834 -207.68
6214000 62.7656 -13.1062 8.9932 -11.4592 147.055 -135.596
6216000 -75.3504 18.5722 -56.5504 -74.9882 158.766 -83.7777
6218000 -156.183 -23.0132 17.2636 -53.6584 170.271 -116.612
6220000 -68.6039 -0.103024 -55.1733 77.806 34.3331 -112.139
6222000 -65.6296 16.6721 -61.4344 9.1528 64.1556 -73.3084
6224000 -28.1723 16.9141 -73.4181 -61.9115 157.64 -95.7283
6226000 -61.8432 -95.184 2.28739 -27.3098 68.9661 -41.6563
6228000 -28.4961 -120.083 16.1571 176.536 11.3008 -187.837
6230000 -6.3462 -78.8781 91.9819 90.0585 134.699 -224.758
6232000 85.2551 -116.913 -25.5986 76.9474 92.8567 -169.804
6234000 111.289 -95.3418 42.1492 66.8657 61.1048 -127.971
6236000 60.191 -119.766 29.3335 65.4336 42.4414 -107.875
6238000 55.9868 -196.789 16.3489 26.7178 62.0014 -88.7191
6240000 42.7684 -153.134 -8.38421 188.721 -114.921 -73.8005
6242000 -52.2334 -95.2326 -15.3818 119.011 -120.841 1.83078
6244000 -63.1191 9.65274 -86.6158 11.5895 -74.7845 63.1951
6246000 84.1456 54.9698 -211.665 61.1097 -139.609 78.4989
6248000 95.9063 -58.1451 -205.46 0.230316 -119.437 119.207
6250000 60.5409 -112.422 -153.243 67.2664 -90.3575 23.0912
6252000 -145.611 -7.29698 -45.9493 117.815 -110.116 -7.69957
6254000 -23.2747 -40.5542 -56.0662 98.796 -234.174 135.378
6256000 35.4967 -43.6549 -23.7911 62.0717 -124.026 61.9545
6258000 40.209 -42.826 -78.2852 29.9087 -70.2319 40.3232
6260000 53.1332 66.6771 -52.9718 193.365 -167.401 -25.9639
6262000 3.35246 -57.8414 37.7469 -0.586282 36.3542 -35.7679
6264000 -1.6425 -167.191 11.9613 -15.1355 3.85988 11.2756
6266000 -67.3613 7.51156 -79.3175 -28.6223 -151.08 179.703
6268000 57.4839 15.6969 0.964551 -30.9682 -32.7244 63.6926
6270000 51.0224 47.1914 -29.8696 -164.953 83.0846 81.8687
6272000 72.5653 142.693 -44.4438 -90.7074 40.6902 50.0172
6274000 124.743 26.778 51.5124 -92.4484 -35.7396 128.188
6276000 -69.5924 -51.4916 152.012 -23.3994 -34.9681 58.3675
6278000 -35.3425 -62.2621 102.606 -117.808 -13.712 131.52
6280000 21.3017 78.5142 200.771 -56.9516 -135.861 192.812
6282000 1.164 -15.547 140.527 -86.9609 -16.5465 103.507
6284000 -38.865 39.4759 88.8379 116.819 -170.284 53.4653
6286000 -4.07581 -19.4143 -67.4033 51.2602 -31.0387 -20.2215
6288000 -48.0005 -24.983 -92.4254 -11.8811 38.7292 -26.8481
6290000 -36.4428 24.7555 -5.91617 62.5653 -60.9059 -1.65944
6292000 -102.553 -99.8152 50.9593 35.8647 93.6924 -129.557
6294000 4.38019 -49.6181 178.702 -89.9351 41.8282 48.107
6296000 -91.5805 -68.6763 49.3608 -141.217 8.66343 132.554
6298000 -124.723 -42.9855 85.6756 -22.442 -41.7153 64.1573
6300000 -140.146 20.5257 13.4347 -47.5886 -87.577 135.166
6302000 -57.0256 -29.5169 -95.7906 -16.5187 53.7146 -37.1958
6304000 26.8502 86.7473 -86.3745 139.275 -48.188 -91.0866
6306000 126.257 -12.917 -99.0668 160.388 -1.60839 -158.78
6308000 123.42 -2.71683 -22.9518 70.0867 1.93161 -72.0183
6310000 -88.3802 -10.2456 4.66488 -42.6165 11.3212 31.2953
6312000 86.2945 35.258 -115.488 -17.7689 23.7277 -5.95873
6314000 84.6343 48.2059 -72.4891 57.4074 34.2596 -91.667
6316000 14.2904 122.33 55.4303 110.189 -55.1795 -55.01
6318000 10.7622 19.0433 14.0845 6.19102 59.123 -65.314
6320000 -72.0322 -66.5781 -173.632 24.5265 118.244 -142.77
6322000 -76.0819 37.0819 -109.641 12.6468 78.6412 -91.2881
6324000 -177.73 48.294 -80.6259 87.7075 -44.6602 -43.0473
6326000 -122.72 -71.1925 -92.3195 -70.936 -2.1873 73.1233
6328000 -21.8058 -102.21 -103.316 -7.4675 -92.9202 100.388
6330000 -31.2482 -180.233 -23.5114 11.9478 -78.8456 66.8978
6332000 -18.7781 -129.745 121.239 38.5249 -74.5471 36.0223
6334000 78.7769 -2.36287 81.4911 3.55077 34.823 -38.3738
6336000 150.203 23.1833 -18.011 79.7779 -3.90867 -75.8692
6338000 -8.31026 10.4279 58.7558 115.739 -153.361 37.6219
